w_d,fighter,kd,str,td,sub,weight_class,method,round,time,event,date,location,,,,,,
win,Mirsad Bektic  Paul Redmond,0  0,34  2,2  0,0  0,Featherweight,U-DEC,3,5:00,UFC on FOX: Gustafsson vs Johnson,01/24/15,"Stockholm, Sweden",,,,,,
win,Viktor Pesta  Konstantin Erokhin,0  0,35  17,4  0,0  0,Heavyweight,U-DEC,3,5:00,UFC on FOX: Gustafsson vs Johnson,01/24/15,"Stockholm, Sweden",,,,,,
win,Neil Seery  Chris Beal,0  0,56  39,1  2,4  0,Flyweight,U-DEC,3,5:00,UFC on FOX: Gustafsson vs Johnson,01/24/15,"Stockholm, Sweden",,,,,,
win,Conor McGregor  Dennis Siver,1  0,64  32,0  0,0  0,Featherweight,KO/TKO: Punch,2,1:54,UFC Fight Night: McGregor vs Siver,01/18/15,"Boston, Massachusetts, USA",,,,,,
win,Donald Cerrone  Benson Henderson,0  0,57  86,1  0,0  0,Lightweight,U-DEC,3,5:00,UFC Fight Night: McGregor vs Siver,01/18/15,"Boston, Massachusetts, USA",,,,,,
win,Uriah Hall  Ron Stallings,1  0,27  10,0  0,0  0,Middleweight,KO/TKO,1,3:37,UFC Fight Night: McGregor vs Siver,01/18/15,"Boston, Massachusetts, USA",,,,,,
win,Gleison Tibau  Norman Parke,0  0,38  43,2  0,0  0,Lightweight,S-DEC,3,5:00,UFC Fight Night: McGregor vs Siver,01/18/15,"Boston, Massachusetts, USA",,,,,,
win,Cathal Pendred  Sean Spencer,0  1,49  52,4  0,0  0,Welterweight,U-DEC,3,5:00,UFC Fight Night: McGregor vs Siver,01/18/15,"Boston, Massachusetts, USA",,,,,,
win,Lorenz Larkin  John Howard,1  0,29  10,0  0,0  0,Welterweight,KO/TKO: Punch,1,2:17,UFC Fight Night: McGregor vs Siver,01/18/15,"Boston, Massachusetts, USA",,,,,,
win,Chris Wade  Zhang Lipeng,0  0,47  28,4  0,0  0,Lightweight,U-DEC,3,5:00,UFC Fight Night: McGregor vs Siver,01/18/15,"Boston, Massachusetts, USA",,,,,,
win,Paddy Holohan  Shane Howell,0  0,42  22,3  0,2  0,Flyweight,U-DEC,3,5:00,UFC Fight Night: McGregor vs Siver,01/18/15,"Boston, Massachusetts, USA",,,,,,
win,Johnny Case  Frankie Perez,0  0,59  16,4  1,0  1,Lightweight,KO/TKO: Punches,3,1:54,UFC Fight Night: McGregor vs Siver,01/18/15,"Boston, Massachusetts, USA",,,,,,
win,Charles Rosa  Sean Soriano,0  0,37  69,5  3,4  0,Featherweight,SUB: D'Arce Choke,3,4:43,UFC Fight Night: McGregor vs Siver,01/18/15,"Boston, Massachusetts, USA",,,,,,
win,Sean O'Connell  Matt Van Buren,1  0,66  100,0  0,0  0,Light Heavyweight,KO/TKO: Punches,3,2:11,UFC Fight Night: McGregor vs Siver,01/18/15,"Boston, Massachusetts, USA",,,,,,
win,Joby Sanchez  Tateki Matsuda,1  0,58  55,2  0,1  0,Flyweight,S-DEC,3,5:00,UFC Fight Night: McGregor vs Siver,01/18/15,"Boston, Massachusetts, USA",,,,,,
win,Jon Jones  Daniel Cormier,0  0,92  58,3  1,0  0,Light Heavyweight,U-DEC,5,5:00,UFC 182: Jones vs Cormier,01/03/15,"Las Vegas, Nevada, USA",,,,,,
win,Donald Cerrone  Myles Jury,0  0,37  15,1  1,2  0,Lightweight,U-DEC,3,5:00,UFC 182: Jones vs Cormier,01/03/15,"Las Vegas, Nevada, USA",,,,,,
win,Brad Tavares  Nate Marquardt,0  0,50  30,1  0,0  0,Middleweight,U-DEC,3,5:00,UFC 182: Jones vs Cormier,01/03/15,"Las Vegas, Nevada, USA",,,,,,
win,Kyoji Horiguchi  Louis Gaudinot,0  0,44  23,1  0,0  2,Flyweight,U-DEC,3,5:00,UFC 182: Jones vs Cormier,01/03/15,"Las Vegas, Nevada, USA",,,,,,
nc nc,Hector Lombard  Joshua Burkman,0  0,53  42,2  0,0  0,Welterweight,Overturned,3,5:00,UFC 182: Jones vs Cormier,01/03/15,"Las Vegas, Nevada, USA",,,,,,
win,Paul Felder  Danny Castillo,1  0,33  21,0  0,0  0,Lightweight,KO/TKO: Spinning Back Fist,2,2:09,UFC 182: Jones vs Cormier,01/03/15,"Las Vegas, Nevada, USA",,,,,,
win,Cody Garbrandt  Marcus Brimage,2  0,49  43,1  0,0  0,Bantamweight,KO/TKO: Punches,3,4:50,UFC 182: Jones vs Cormier,01/03/15,"Las Vegas, Nevada, USA",,,,,,
win,Shawn Jordan  Jared Cannonier,1  0,12  10,0  0,0  0,Heavyweight,KO/TKO: Punch,1,2:57,UFC 182: Jones vs Cormier,01/03/15,"Las Vegas, Nevada, USA",,,,,,
win,Evan Dunham  Rodrigo Damm,0  0,152  47,1  0,0  0,Lightweight,U-DEC,3,5:00,UFC 182: Jones vs Cormier,01/03/15,"Las Vegas, Nevada, USA",,,,,,
win,Omari Akhmedov  Mats Nilsson,0  0,64  33,5  5,0  3,Welterweight,U-DEC,3,5:00,UFC 182: Jones vs Cormier,01/03/15,"Las Vegas, Nevada, USA",,,,,,
win,Marion Reneau  Alexis Dufresne,0  0,85  28,0  0,0  0,Women's Bantamweight,U-DEC,3,5:00,UFC 182: Jones vs Cormier,01/03/15,"Las Vegas, Nevada, USA",,,,,,
win,Lyoto Machida  CB Dollaway,1  0,12  0,0  0,0  0,Middleweight,KO/TKO: Kick,1,1:02,UFC Fight Night: Machida vs Dollaway,12/20/14,"Barueri, Sao Paulo, Brazil",,,,,,
win,Renan Barao  Mitch Gagnon,1  0,59  58,2  0,1  0,Bantamweight,SUB: Arm Triangle,3,3:53,UFC Fight Night: Machida vs Dollaway,12/20/14,"Barueri, Sao Paulo, Brazil",,,,,,
win,Patrick Cummins  Antonio Carlos Junior,0  0,62  12,4  1,0  1,Light Heavyweight,U-DEC,3,5:00,UFC Fight Night: Machida vs Dollaway,12/20/14,"Barueri, Sao Paulo, Brazil",,,,,,
win,Rashid Magomedov  Elias Silverio,2  0,91  56,1  0,0  0,Lightweight,KO/TKO: Punches,3,4:57,UFC Fight Night: Machida vs Dollaway,12/20/14,"Barueri, Sao Paulo, Brazil",,,,,,
win,Erick Silva  Mike Rhodes,0  0,2  2,1  0,1  0,Welterweight,SUB: Arm Triangle,1,1:15,UFC Fight Night: Machida vs Dollaway,12/20/14,"Barueri, Sao Paulo, Brazil",,,,,,
win,Daniel Sarafian  Antonio Dos Santos,0  1,24  37,0  0,0  0,Middleweight,KO/TKO,2,1:01,UFC Fight Night: Machida vs Dollaway,12/20/14,"Barueri, Sao Paulo, Brazil",,,,,,
win,Marcos Rogerio de Lima  Igor Pokrajac,1  0,18  3,0  0,0  0,Light Heavyweight,KO/TKO: Punches,1,1:59,UFC Fight Night: Machida vs Dollaway,12/20/14,"Barueri, Sao Paulo, Brazil",,,,,,
win,Renato Moicano  Tom Niinimaki,0  0,48  33,1  0,1  0,Featherweight,SUB: Rear Naked Choke,2,3:30,UFC Fight Night: Machida vs Dollaway,12/20/14,"Barueri, Sao Paulo, Brazil",,,,,,
win,Hacran Dias  Darren Elkins,0  0,30  37,5  1,0  1,Featherweight,U-DEC,3,5:00,UFC Fight Night: Machida vs Dollaway,12/20/14,"Barueri, Sao Paulo, Brazil",,,,,,
win,Leandro Issa  Yuta Sasaki,0  0,25  8,2  1,1  1,Bantamweight,SUB: Neck Crank,2,4:13,UFC Fight Night: Machida vs Dollaway,12/20/14,"Barueri, Sao Paulo, Brazil",,,,,,
win,Tim Means  Marcio Alexandre Junior,0  0,43  36,1  1,0  0,Welterweight,S-DEC,3,5:00,UFC Fight Night: Machida vs Dollaway,12/20/14,"Barueri, Sao Paulo, Brazil",,,,,,
win,Vitor Miranda  Jake Collier,0  0,14  15,0  2,0  1,Middleweight,KO/TKO: Kick,1,4:59,UFC Fight Night: Machida vs Dollaway,12/20/14,"Barueri, Sao Paulo, Brazil",,,,,,
win,Junior Dos Santos  Stipe Miocic,1  0,123  89,1  1,0  0,Heavyweight,U-DEC,5,5:00,UFC on FOX: Dos Santos vs Miocic,12/13/14,"Phoenix, Arizona, USA",,,,,,
win,Rafael Dos Anjos  Nate Diaz,0  0,77  13,2  0,0  0,Lightweight,U-DEC,3,5:00,UFC on FOX: Dos Santos vs Miocic,12/13/14,"Phoenix, Arizona, USA",,,,,,
win,Alistair Overeem  Stefan Struve,0  0,17  2,1  0,0  0,Heavyweight,KO/TKO: Punch,1,4:13,UFC on FOX: Dos Santos vs Miocic,12/13/14,"Phoenix, Arizona, USA",,,,,,
win,Matt Mitrione  Gabriel Gonzaga,1  0,12  6,0  0,0  0,Heavyweight,KO/TKO: Punch,1,1:59,UFC on FOX: Dos Santos vs Miocic,12/13/14,"Phoenix, Arizona, USA",,,,,,
win,Joanna Jedrzejczyk  Claudia Gadelha,1  0,38  27,0  7,0  1,Women's Strawweight,S-DEC,3,5:00,UFC on FOX: Dos Santos vs Miocic,12/13/14,"Phoenix, Arizona, USA",,,,,,
win,John Moraga  Willie Gates,0  1,56  22,1  0,1  1,Flyweight,SUB: Rear Naked Choke,3,4:06,UFC on FOX: Dos Santos vs Miocic,12/13/14,"Phoenix, Arizona, USA",,,,,,
win,Ben Saunders  Joe Riggs,0  0,4  2,0  1,0  0,Welterweight,SUB: Injury,1,0:57,UFC on FOX: Dos Santos vs Miocic,12/13/14,"Phoenix, Arizona, USA",,,,,,
win,Drew Dober  Jamie Varner,0  0,5  4,0  0,1  0,Lightweight,SUB: Rear Naked Choke,1,1:52,UFC on FOX: Dos Santos vs Miocic,12/13/14,"Phoenix, Arizona, USA",,,,,,
win,Bryan Barberena  Joe Ellenberger,1  0,63  24,0  3,0  0,Lightweight,KO/TKO: Punches,3,3:24,UFC on FOX: Dos Santos vs Miocic,12/13/14,"Phoenix, Arizona, USA",,,,,,
win,David Michaud  Garett Whiteley,0  0,77  75,4  0,0  0,Lightweight,U-DEC,3,5:00,UFC on FOX: Dos Santos vs Miocic,12/13/14,"Phoenix, Arizona, USA",,,,,,
win,Henry Cejudo  Dustin Kimura,1  0,72  25,0  0,0  0,Bantamweight,U-DEC,3,5:00,UFC on FOX: Dos Santos vs Miocic,12/13/14,"Phoenix, Arizona, USA",,,,,,
win,Ian Entwistle  Anthony Birchak,0  0,0  4,0  1,3  0,Bantamweight,SUB: Heel Hook,1,1:04,UFC on FOX: Dos Santos vs Miocic,12/13/14,"Phoenix, Arizona, USA",,,,,,
win,Carla Esparza  Rose Namajunas,0  0,42  28,5  1,1  0,Women's Strawweight,SUB: Rear Naked Choke,3,1:26,The Ultimate Fighter: A Champion Will Be Crowned Finale,12/12/14,"Las Vegas, Nevada, USA",,,,,,
win,Charles Oliveira  Jeremy Stephens,0  0,43  48,2  0,3  0,Featherweight,U-DEC,3,5:00,The Ultimate Fighter: A Champion Will Be Crowned Finale,12/12/14,"Las Vegas, Nevada, USA",,,,,,
nc nc,KJ Noons  Daron Cruickshank,0  0,18  23,0  2,0  0,Lightweight,CNC,2,0:25,The Ultimate Fighter: A Champion Will Be Crowned Finale,12/12/14,"Las Vegas, Nevada, USA",,,,,,
win,Yancy Medeiros  Joe Proctor,1  0,25  15,0  0,1  0,Lightweight,SUB: Guillotine Choke,1,4:37,The Ultimate Fighter: A Champion Will Be Crowned Finale,12/12/14,"Las Vegas, Nevada, USA",,,,,,
win,Jessica Penne  Randa Markos,0  0,39  55,4  1,0  0,Women's Strawweight,S-DEC,3,5:00,The Ultimate Fighter: A Champion Will Be Crowned Finale,12/12/14,"Las Vegas, Nevada, USA",,,,,,
win,Felice Herrig  Lisa Ellis,0  0,8  4,1  2,3  1,Women's Strawweight,SUB: Armbar,2,3:05,The Ultimate Fighter: A Champion Will Be Crowned Finale,12/12/14,"Las Vegas, Nevada, USA",,,,,,
win,Heather Clark  Bec Rawlings,0  0,56  69,1  0,1  0,Women's Strawweight,U-DEC,3,5:00,The Ultimate Fighter: A Champion Will Be Crowned Finale,12/12/14,"Las Vegas, Nevada, USA",,,,,,
win,Joanne Wood  Seo Hee Ham,0  0,109  58,2  0,0  0,Women's Strawweight,U-DEC,3,5:00,The Ultimate Fighter: A Champion Will Be Crowned Finale,12/12/14,"Las Vegas, Nevada, USA",,,,,,
win,Tecia Torres  Angela Magana,1  0,96  37,1  0,0  0,Women's Strawweight,U-DEC,3,5:00,The Ultimate Fighter: A Champion Will Be Crowned Finale,12/12/14,"Las Vegas, Nevada, USA",,,,,,
win,Aisling Daly  Alex Chambers,0  0,16  12,1  1,1  0,Women's Strawweight,SUB: Armbar,1,4:53,The Ultimate Fighter: A Champion Will Be Crowned Finale,12/12/14,"Las Vegas, Nevada, USA",,,,,,
win,Angela Hill  Emily Kagan,1  0,107  41,0  2,0  0,Women's Strawweight,U-DEC,3,5:00,The Ultimate Fighter: A Champion Will Be Crowned Finale,12/12/14,"Las Vegas, Nevada, USA",,,,,,
win,Robbie Lawler  Johny Hendricks,0  0,116  111,0  5,0  1,Welterweight,S-DEC,5,5:00,UFC 181: Hendricks vs Lawler II,12/06/14,"Las Vegas, Nevada, USA",,,,,,
win,Anthony Pettis  Gilbert Melendez,0  0,30  27,0  1,1  0,Lightweight,SUB: Guillotine Choke,2,1:53,UFC 181: Hendricks vs Lawler II,12/06/14,"Las Vegas, Nevada, USA",,,,,,
win,Travis Browne  Brendan Schaub,0  0,25  5,1  1,0  0,Heavyweight,KO/TKO: Punches,1,4:50,UFC 181: Hendricks vs Lawler II,12/06/14,"Las Vegas, Nevada, USA",,,,,,
win,Todd Duffee  Anthony Hamilton,1  0,8  2,0  0,0  0,Heavyweight,KO/TKO: Punch,1,0:33,UFC 181: Hendricks vs Lawler II,12/06/14,"Las Vegas, Nevada, USA",,,,,,
win,Tony Ferguson  Abel Trujillo,0  1,20  15,1  2,1  0,Lightweight,SUB: Rear Naked Choke,2,4:19,UFC 181: Hendricks vs Lawler II,12/06/14,"Las Vegas, Nevada, USA",,,,,,
win,Urijah Faber  Francisco Rivera,1  0,19  15,0  0,1  0,Bantamweight,SUB: Bulldog Choke,2,1:34,UFC 181: Hendricks vs Lawler II,12/06/14,"Las Vegas, Nevada, USA",,,,,,
win,Josh Samman  Eddie Gordon,1  0,11  8,1  2,0  0,Middleweight,KO/TKO: Kick,2,3:08,UFC 181: Hendricks vs Lawler II,12/06/14,"Las Vegas, Nevada, USA",,,,,,
win,Corey Anderson  Justin Jones,0  0,45  28,7  0,0  1,Light Heavyweight,U-DEC,3,5:00,UFC 181: Hendricks vs Lawler II,12/06/14,"Las Vegas, Nevada, USA",,,,,,
win,Raquel Pennington  Ashlee Evans-Smith,0  0,5  11,1  1,1  0,Women's Bantamweight,SUB: Bulldog Choke,1,4:59,UFC 181: Hendricks vs Lawler II,12/06/14,"Las Vegas, Nevada, USA",,,,,,
win,Sergio Pettis  Matt Hobar,0  1,78  36,0  2,2  0,Bantamweight,U-DEC,3,5:00,UFC 181: Hendricks vs Lawler II,12/06/14,"Las Vegas, Nevada, USA",,,,,,
win,Clay Collard  Alex White,1  0,60  58,3  1,2  1,Featherweight,U-DEC,3,5:00,UFC 181: Hendricks vs Lawler II,12/06/14,"Las Vegas, Nevada, USA",,,,,,
win,Frankie Edgar  Cub Swanson,0  0,93  31,7  0,2  0,Featherweight,SUB: Neck Crank,5,4:56,UFC Fight Night: Edgar vs Swanson,11/22/14,"Austin, Texas, USA",,,,,,
win,Edson Barboza  Bobby Green,0  0,54  50,0  0,0  0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Edgar vs Swanson,11/22/14,"Austin, Texas, USA",,,,,,
win,Chico Camus  Brad Pickett,0  0,71  53,1  2,0  0,Flyweight,S-DEC,3,5:00,UFC Fight Night: Edgar vs Swanson,11/22/14,"Austin, Texas, USA",,,,,,
win,Aleksei Oleinik  Jared Rosholt,1  0,13  19,0  0,0  0,Heavyweight,KO/TKO: Punch,1,3:21,UFC Fight Night: Edgar vs Swanson,11/22/14,"Austin, Texas, USA",,,,,,
win,Joseph Benavidez  Dustin Ortiz,0  0,94  37,2  2,0  0,Flyweight,U-DEC,3,5:00,UFC Fight Night: Edgar vs Swanson,11/22/14,"Austin, Texas, USA",,,,,,
win,Matt Wiman  Isaac Vallie-Flagg,0  0,68  80,0  0,0  0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Edgar vs Swanson,11/22/14,"Austin, Texas, USA",,,,,,
win,Ruslan Magomedov  Josh Copeland,1  0,63  20,1  0,0  0,Heavyweight,U-DEC,3,5:00,UFC Fight Night: Edgar vs Swanson,11/22/14,"Austin, Texas, USA",,,,,,
win,Roger Narvaez  Luke Barnatt,1  0,48  34,0  0,2  0,Middleweight,S-DEC,3,5:00,UFC Fight Night: Edgar vs Swanson,11/22/14,"Austin, Texas, USA",,,,,,
win,James Vick  Nick Hein,0  2,40  25,0  0,0  0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Edgar vs Swanson,11/22/14,"Austin, Texas, USA",,,,,,
win,Akbarh Arreola  Yves Edwards,1  0,12  5,1  0,1  0,Lightweight,SUB: Armbar,1,1:52,UFC Fight Night: Edgar vs Swanson,11/22/14,"Austin, Texas, USA",,,,,,
win,Paige VanZant  Kailin Curran,0  0,61  28,3  5,3  0,Women's Strawweight,KO/TKO: Punches,3,2:54,UFC Fight Night: Edgar vs Swanson,11/22/14,"Austin, Texas, USA",,,,,,
win,Dooho Choi  Juan Manuel Puig,1  0,10  0,0  0,0  0,Featherweight,KO/TKO: Punch,1,0:18,UFC Fight Night: Edgar vs Swanson,11/22/14,"Austin, Texas, USA",,,,,,
win,Fabricio Werdum  Mark Hunt,1  1,21  10,0  1,0  0,Heavyweight,KO/TKO: Flying Knee,2,2:27,UFC 180: Werdum vs Hunt,11/15/14,"Mexico City, Distrito Federal, Mexico",,,,,,
win,Kelvin Gastelum  Jake Ellenberger,0  0,16  10,1  1,1  0,Welterweight,SUB: Rear Naked Choke,1,4:46,UFC 180: Werdum vs Hunt,11/15/14,"Mexico City, Distrito Federal, Mexico",,,,,,
win,Ricardo Lamas  Dennis Bermudez,1  0,14  8,0  0,1  0,Featherweight,SUB: Guillotine Choke,1,3:18,UFC 180: Werdum vs Hunt,11/15/14,"Mexico City, Distrito Federal, Mexico",,,,,,
win,Augusto Montano  Chris Heatherly,0  0,30  8,0  1,0  0,Welterweight,KO/TKO: Knees,1,4:50,UFC 180: Werdum vs Hunt,11/15/14,"Mexico City, Distrito Federal, Mexico",,,,,,
win,Hector Urbina  Edgar Garcia,0  0,4  12,0  2,2  0,Welterweight,SUB: Guillotine Choke,1,3:38,UFC 180: Werdum vs Hunt,11/15/14,"Mexico City, Distrito Federal, Mexico",,,,,,
win,Yair Rodriguez  Leonardo Morales,0  0,34  33,2  0,5  0,Featherweight,U-DEC,3,5:00,UFC 180: Werdum vs Hunt,11/15/14,"Mexico City, Distrito Federal, Mexico",,,,,,
win,Alejandro Perez  Jose Quinonez,0  0,38  38,1  3,1  2,Bantamweight,U-DEC,3,5:00,UFC 180: Werdum vs Hunt,11/15/14,"Mexico City, Distrito Federal, Mexico",,,,,,
win,Jessica Eye  Leslie Smith,0  0,80  28,0  0,0  0,Women's Bantamweight,KO/TKO,2,1:30,UFC 180: Werdum vs Hunt,11/15/14,"Mexico City, Distrito Federal, Mexico",,,,,,
win,Gabriel Benitez  Humberto Brown Morrison,0  0,23  18,0  1,5  0,Featherweight,SUB: Guillotine Choke,3,0:30,UFC 180: Werdum vs Hunt,11/15/14,"Mexico City, Distrito Federal, Mexico",,,,,,
win,Henry Briones  Guido Cannetti,1  0,32  35,0  1,1  0,Bantamweight,SUB: Rear Naked Choke,2,1:44,UFC 180: Werdum vs Hunt,11/15/14,"Mexico City, Distrito Federal, Mexico",,,,,,
win,Marco Beltran  Marlon Vera,0  0,31  25,1  1,0  2,Bantamweight,U-DEC,3,5:00,UFC 180: Werdum vs Hunt,11/15/14,"Mexico City, Distrito Federal, Mexico",,,,,,
win,Ovince Saint Preux  Mauricio Rua,1  0,9  2,0  0,0  0,Light Heavyweight,KO/TKO: Punch,1,0:34,UFC Fight Night 56: Shogun vs Saint Preux,11/08/14,"Uberlandia, Minas Gerais, Brazil",,,,,,
win,Warlley Alves  Alan Jouban,0  0,47  79,1  0,1  0,Welterweight,U-DEC,3,5:00,UFC Fight Night 56: Shogun vs Saint Preux,11/08/14,"Uberlandia, Minas Gerais, Brazil",,,,,,
win,Claudio Silva  Leon Edwards,0  0,34  33,3  0,1  0,Welterweight,S-DEC,3,5:00,UFC Fight Night 56: Shogun vs Saint Preux,11/08/14,"Uberlandia, Minas Gerais, Brazil",,,,,,
win,Dhiego Lima  Jorge de Oliveira,0  0,70  23,6  0,4  0,Welterweight,U-DEC,3,5:00,UFC Fight Night 56: Shogun vs Saint Preux,11/08/14,"Uberlandia, Minas Gerais, Brazil",,,,,,
win,Juliana Lima  Nina Nunes,0  0,21  23,1  0,0  2,Women's Strawweight,U-DEC,3,5:00,UFC Fight Night 56: Shogun vs Saint Preux,11/08/14,"Uberlandia, Minas Gerais, Brazil",,,,,,
win,Diego Rivas  Rodolfo Rubio Perez,0  0,15  17,2  2,0  0,Featherweight,U-DEC,3,5:00,UFC Fight Night 56: Shogun vs Saint Preux,11/08/14,"Uberlandia, Minas Gerais, Brazil",,,,,,
win,Caio Magalhaes  Trevor Smith,1  0,9  2,0  0,0  0,Middleweight,KO/TKO: Punch,1,0:31,UFC Fight Night 56: Shogun vs Saint Preux,11/08/14,"Uberlandia, Minas Gerais, Brazil",,,,,,
win,Leandro Silva  Charlie Brenneman,0  0,4  4,1  3,1  0,Lightweight,SUB: Rear Naked Choke,1,4:15,UFC Fight Night 56: Shogun vs Saint Preux,11/08/14,"Uberlandia, Minas Gerais, Brazil",,,,,,
win,Thomas Almeida  Tim Gorman,0  0,120  67,0  2,0  0,Bantamweight,U-DEC,3,5:00,UFC Fight Night 56: Shogun vs Saint Preux,11/08/14,"Uberlandia, Minas Gerais, Brazil",,,,,,
win,Colby Covington  Wagner Silva,0  0,23  16,5  0,1  0,Welterweight,SUB: Rear Naked Choke,3,3:26,UFC Fight Night 56: Shogun vs Saint Preux,11/08/14,"Uberlandia, Minas Gerais, Brazil",,,,,,
win,Luke Rockhold  Michael Bisping,1  0,20  16,0  0,1  0,Middleweight,SUB: Guillotine Choke,2,0:57,UFC Fight Night: Rockhold vs Bisping,11/07/14,"Sydney, New South Wales, Australia",,,,,,
win,Al Iaquinta  Ross Pearson,2  0,31  20,0  0,0  0,Lightweight,KO/TKO: Punch,2,1:39,UFC Fight Night: Rockhold vs Bisping,11/07/14,"Sydney, New South Wales, Australia",,,,,,
win,Robert Whittaker  Clint Hester,2  0,49  28,1  0,0  0,Middleweight,KO/TKO: Knee,2,2:43,UFC Fight Night: Rockhold vs Bisping,11/07/14,"Sydney, New South Wales, Australia",,,,,,
win,Soa Palelei  Walt Harris,0  0,24  22,1  0,0  0,Heavyweight,KO/TKO: Punches,2,4:49,UFC Fight Night: Rockhold vs Bisping,11/07/14,"Sydney, New South Wales, Australia",,,,,,
win,Jake Matthews  Vagner Rocha,0  0,26  14,1  0,1  0,Lightweight,SUB: Rear Naked Choke,2,1:52,UFC Fight Night: Rockhold vs Bisping,11/07/14,"Sydney, New South Wales, Australia",,,,,,
win,Anthony Perosh  Guto Inocente,0  0,11  1,1  0,1  0,Light Heavyweight,SUB: Rear Naked Choke,1,3:46,UFC Fight Night: Rockhold vs Bisping,11/07/14,"Sydney, New South Wales, Australia",,,,,,
win,Sam Alvey  Dylan Andrews,0  0,6  4,0  2,0  0,Middleweight,KO/TKO: Punches,1,2:16,UFC Fight Night: Rockhold vs Bisping,11/07/14,"Sydney, New South Wales, Australia",,,,,,
win,Louis Smolka  Richie Vaculik,1  0,67  74,1  2,0  1,Flyweight,KO/TKO: Kick,3,0:18,UFC Fight Night: Rockhold vs Bisping,11/07/14,"Sydney, New South Wales, Australia",,,,,,
win,Chris Clements  Vik Grujic,0  0,25  7,0  1,0  0,Welterweight,KO/TKO: Knee,1,3:06,UFC Fight Night: Rockhold vs Bisping,11/07/14,"Sydney, New South Wales, Australia",,,,,,
win,Daniel Kelly  Luke Zachrich,0  0,25  23,1  0,1  0,Middleweight,SUB: Kimura,1,4:27,UFC Fight Night: Rockhold vs Bisping,11/07/14,"Sydney, New South Wales, Australia",,,,,,
win,Marcus Brimage  Jumabieke Tuerxun,1  0,5  6,0  0,0  0,Bantamweight,KO/TKO: Kick,1,2:58,UFC Fight Night: Rockhold vs Bisping,11/07/14,"Sydney, New South Wales, Australia",,,,,,
win,Jose Aldo  Chad Mendes,1  0,102  77,0  1,0  0,Featherweight,U-DEC,5,5:00,UFC 179: Aldo vs Mendes 2,10/25/14,"Rio de Janeiro, Brazil",,,,,,
win,Phil Davis  Glover Teixeira,0  0,49  9,9  0,0  0,Light Heavyweight,U-DEC,3,5:00,UFC 179: Aldo vs Mendes 2,10/25/14,"Rio de Janeiro, Brazil",,,,,,
win,Fabio Maldonado  Hans Stringer,0  0,28  33,0  3,0  0,Light Heavyweight,KO/TKO: Punches,2,4:06,UFC 179: Aldo vs Mendes 2,10/25/14,"Rio de Janeiro, Brazil",,,,,,
win,Darren Elkins  Lucas Martins,0  0,47  26,1  0,0  1,Featherweight,S-DEC,3,5:00,UFC 179: Aldo vs Mendes 2,10/25/14,"Rio de Janeiro, Brazil",,,,,,
win,Beneil Dariush  Diego Ferreira,0  0,32  21,3  0,0  0,Lightweight,U-DEC,3,5:00,UFC 179: Aldo vs Mendes 2,10/25/14,"Rio de Janeiro, Brazil",,,,,,
win,Neil Magny  William Macario,0  0,65  24,2  0,0  0,Welterweight,KO/TKO: Punches,3,2:40,UFC 179: Aldo vs Mendes 2,10/25/14,"Rio de Janeiro, Brazil",,,,,,
win,Yan Cabral  Naoyuki Kotani,0  0,11  5,2  1,1  0,Lightweight,SUB: Rear Naked Choke,2,3:06,UFC 179: Aldo vs Mendes 2,10/25/14,"Rio de Janeiro, Brazil",,,,,,
win,Wilson Reis  Scott Jorgensen,0  1,13  6,1  0,1  0,Flyweight,SUB: Arm Triangle,1,3:28,UFC 179: Aldo vs Mendes 2,10/25/14,"Rio de Janeiro, Brazil",,,,,,
win,Andre Fili  Felipe Arantes,0  0,42  29,5  3,1  1,Featherweight,U-DEC,3,5:00,UFC 179: Aldo vs Mendes 2,10/25/14,"Rio de Janeiro, Brazil",,,,,,
win,Gilbert Burns  Christos Giagos,0  0,7  4,1  0,2  0,Lightweight,SUB: Armbar,1,4:57,UFC 179: Aldo vs Mendes 2,10/25/14,"Rio de Janeiro, Brazil",,,,,,
win,Anthony Rocco Martin  Fabricio Camoes,0  0,1  1,1  0,3  0,Lightweight,SUB: Kimura,1,4:16,UFC 179: Aldo vs Mendes 2,10/25/14,"Rio de Janeiro, Brazil",,,,,,
win,Rory MacDonald  Tarec Saffiedine,1  0,47  42,1  0,0  0,Welterweight,KO/TKO: Punch,3,1:28,UFC Fight Night: MacDonald vs Saffiedine,10/04/14,"Halifax, Nova Scotia, Canada",,,,,,
win,Raphael Assuncao  Bryan Caraway,0  0,75  39,2  2,0  0,Bantamweight,U-DEC,3,5:00,UFC Fight Night: MacDonald vs Saffiedine,10/04/14,"Halifax, Nova Scotia, Canada",,,,,,
win,Chad Laprise  Yosdenis Cedeno,0  0,35  17,4  0,0  0,Lightweight,U-DEC,3,5:00,UFC Fight Night: MacDonald vs Saffiedine,10/04/14,"Halifax, Nova Scotia, Canada",,,,,,
win,Elias Theodorou  Bruno Santos,0  0,43  16,3  4,0  0,Middleweight,U-DEC,3,5:00,UFC Fight Night: MacDonald vs Saffiedine,10/04/14,"Halifax, Nova Scotia, Canada",,,,,,
